0.253; 0.253; 25.32; 25.32; 
0.506; 0.506; 25.33; 25.33; 
0.759; 0.759; 25.34; 25.34; 
1.012; 1.012; 25.35; 25.35; 
1.265; 1.265; 25.36; 25.36; 
1.518; 1.518; 25.37; 25.37; 
1.771; 1.771; 25.39; 25.39; 
2.024; 2.024; 25.41; 25.41; 
2.277; 2.277; 25.43; 25.43; 
2.531; 2.531; 25.46; 25.46; 
2.784; 2.784; 25.49; 25.49; 
3.037; 3.037; 25.52; 25.52; 
3.29; 3.29; 25.55; 25.55; 
3.543; 3.543; 25.59; 25.59; 
3.796; 3.796; 25.62; 25.62; 
4.049; 4.049; 25.66; 25.66; 
4.302; 4.302; 25.71; 25.71; 
4.555; 4.555; 25.75; 25.75; 
4.809; 4.809; 25.8; 25.8; 
5.062; 5.062; 25.85; 25.85; 
5.315; 5.315; 25.9; 25.9; 
5.568; 5.568; 25.96; 25.96; 
5.821; 5.821; 26.02; 26.02; 
6.074; 6.074; 26.08; 26.08; 
6.327; 6.327; 26.14; 26.14; 
6.58; 6.58; 26.21; 26.21; 
6.833; 6.833; 26.28; 26.28; 
7.086; 7.086; 26.35; 26.35; 
7.34; 7.34; 26.42; 26.42; 
7.593; 7.593; 26.5; 26.5; 
7.34; 7.34; 26.57; 26.57; 
7.086; 7.086; 26.64; 26.64; 
6.833; 6.833; 26.71; 26.71; 
6.58; 6.58; 26.78; 26.78; 
6.327; 6.327; 26.84; 26.84; 
6.074; 6.074; 26.9; 26.9; 
5.821; 5.821; 26.96; 26.96; 
5.568; 5.568; 27.01; 27.01; 
5.315; 5.315; 27.07; 27.07; 
5.062; 5.062; 27.12; 27.12; 
4.809; 4.809; 27.17; 27.17; 
4.555; 4.555; 27.21; 27.21; 
4.302; 4.302; 27.25; 27.25; 
4.049; 4.049; 27.29; 27.29; 
3.796; 3.796; 27.33; 27.33; 
3.543; 3.543; 27.37; 27.37; 
3.29; 3.29; 27.4; 27.4; 
3.037; 3.037; 27.43; 27.43; 
2.784; 2.784; 27.46; 27.46; 
2.531; 2.531; 27.48; 27.48; 
2.277; 2.277; 27.51; 27.51; 
2.024; 2.024; 27.53; 27.53; 
1.771; 1.771; 27.54; 27.54; 
1.518; 1.518; 27.56; 27.56; 
1.265; 1.265; 27.57; 27.57; 
1.012; 1.012; 27.58; 27.58; 
0.759; 0.759; 27.59; 27.59; 
0.506; 0.506; 27.6; 27.6; 
0.253; 0.253; 27.6; 27.6; 
0.000; 0.000; 27.6; 27.6; 
0.256; 0.256; 27.6; 27.6; 
0.512; 0.512; 27.61; 27.61; 
0.768; 0.768; 27.61; 27.61; 
1.025; 1.025; 27.62; 27.62; 
1.281; 1.281; 27.64; 27.64; 
1.537; 1.537; 27.65; 27.65; 
1.794; 1.794; 27.67; 27.67; 
2.05; 2.05; 27.69; 27.69; 
2.306; 2.306; 27.71; 27.71; 
2.563; 2.563; 27.74; 27.74; 
2.819; 2.819; 27.77; 27.77; 
3.075; 3.075; 27.8; 27.8; 
3.331; 3.331; 27.83; 27.83; 
3.588; 3.588; 27.87; 27.87; 
3.844; 3.844; 27.91; 27.91; 
4.1; 4.1; 27.95; 27.95; 
4.357; 4.357; 27.99; 27.99; 
4.613; 4.613; 28.04; 28.04; 
4.869; 4.869; 28.08; 28.08; 
5.126; 5.126; 28.14; 28.14; 
5.382; 5.382; 28.19; 28.19; 
5.638; 5.638; 28.25; 28.25; 
5.894; 5.894; 28.31; 28.31; 
6.151; 6.151; 28.37; 28.37; 
6.407; 6.407; 28.43; 28.43; 
6.663; 6.663; 28.5; 28.5; 
6.92; 6.92; 28.57; 28.57; 
7.176; 7.176; 28.64; 28.64; 
7.432; 7.432; 28.71; 28.71; 
7.689; 7.689; 28.79; 28.79; 
7.945; 7.945; 28.87; 28.87; 
8.201; 8.201; 28.95; 28.95; 
8.457; 8.457; 29.04; 29.04; 
8.714; 8.714; 29.12; 29.12; 
8.714; 8.714; 29.21; 29.21; 
8.457; 8.457; 29.29; 29.29; 
8.201; 8.201; 29.38; 29.38; 
7.945; 7.945; 29.46; 29.46; 
7.689; 7.689; 29.53; 29.53; 
7.432; 7.432; 29.61; 29.61; 
7.176; 7.176; 29.68; 29.68; 
6.92; 6.92; 29.75; 29.75; 
6.663; 6.663; 29.81; 29.81; 
6.407; 6.407; 29.88; 29.88; 
6.151; 6.151; 29.94; 29.94; 
5.894; 5.894; 30.0; 30.0; 
5.638; 5.638; 30.06; 30.06; 
5.382; 5.382; 30.11; 30.11; 
5.126; 5.126; 30.16; 30.16; 
4.869; 4.869; 30.21; 30.21; 
4.613; 4.613; 30.26; 30.26; 
